Date,Open,High,Low,Close,Adj Close,Volume
2018-03-07,7709.899902,7798,7650.350098,7704.450195,7081.918457,61388
2018-03-08,7788,7788,7700,7710.049805,7087.064941,49994
2018-03-09,7767.5,7767.5,7642,7657.350098,7038.623047,104310
2018-03-12,7694.799805,7709,7566,7619,7003.372559,28943
2018-03-13,7619,7784,7615.700195,7700.25,7078.056641,65859
2018-03-14,7701,7715.950195,7616.75,7647.75,7029.799805,64620
2018-03-15,7729,7739,7605.200195,7719.850098,7096.072266,65489
2018-03-16,7750,7757.950195,7670.100098,7695.350098,7073.553223,176601
2018-03-19,7722.549805,7724.950195,7627.5,7663.299805,7044.09375,66918
2018-03-20,7699.899902,7875,7663.700195,7841.450195,7207.848633,135487
2018-03-21,7889,7965,7795.049805,7853.25,7218.695313,75926
2018-03-22,7848,7916,7817.350098,7840.75,7207.20459,60100
2018-03-23,7800,7836.649902,7759.600098,7793.799805,7164.047852,97274
2018-03-26,7827,7918.950195,7760,7829.049805,7196.449219,62461
2018-03-27,7899.950195,8154,7861,8112.700195,7457.181152,125000
2018-03-28,8155,8250,8121,8203.549805,7540.689941,124076
2018-04-02,8199.849609,8340,8169.950195,8308.950195,7637.574219,61024
2018-04-03,8299.900391,8379.900391,8279.950195,8343.950195,7669.745117,60612
2018-04-04,8322,8399,8312,8351.049805,7676.271484,66915
2018-04-05,8388.650391,8408,8361.049805,8384.25,7706.789063,36648
2018-04-06,8384.25,8400.549805,8315,8346.950195,7672.503418,38544
2018-04-09,8350,8398,8330.099609,8382.25,7704.949707,54041
2018-04-10,8399.75,8556.799805,8380,8499.099609,7812.359375,59706
2018-04-11,8499.599609,8506.700195,8378.200195,8476.349609,7791.446777,36711
2018-04-12,8446,8685,8383,8636.950195,7939.070313,83815
2018-04-13,8650.049805,8740,8607.049805,8687.5,7985.537109,50680
2018-04-16,8704.5,8780,8650,8749.400391,8042.433105,87657
2018-04-17,8784.5,9049,8776,9013.599609,8285.287109,117758
2018-04-18,8981.099609,9118.950195,8950.200195,8975.25,8250.03418,47494
2018-04-19,8975.849609,9198,8964,9145.549805,8406.575195,67268
2018-04-20,9175,9250,9125,9162,8421.696289,43195
2018-04-23,9161.099609,9182.150391,8880.049805,8905.349609,8185.782715,67578
2018-04-24,8919.900391,9020.849609,8808.150391,8822.049805,8109.213867,51022
2018-04-25,8820,8908.299805,8660.049805,8734.549805,8028.78418,84260
2018-04-26,8799.849609,9190,8770.099609,9042.950195,8312.268555,132498
2018-04-27,9015.200195,9129.799805,9006,9061.700195,8329.500977,38931
2018-04-30,9100,9448,9063.950195,9396.549805,8637.291992,66876
2018-05-02,9405,9497,9184.700195,9201.25,8457.774414,62931
2018-05-03,9272,9289.900391,9055.099609,9098.650391,8363.462891,46201
2018-05-04,9140.200195,9157.950195,9084.700195,9111.400391,8375.18457,33795
2018-05-07,9114.049805,9174,9015.099609,9092.700195,8357.996094,57050
2018-05-08,9175,9175,9082.099609,9117.700195,8380.973633,91703
2018-05-09,9070.200195,9169,9070.200195,9120.75,8383.77832,24599
2018-05-10,9139,9215.049805,8934.650391,8981.549805,8255.827148,44274
2018-05-11,9240,9619.700195,9150,9523,8753.526367,208693
2018-05-14,9523,9622.450195,9502,9571.400391,8798.017578,49576
2018-05-15,9600,9640,9475,9565.200195,8792.317383,88137
2018-05-16,9544.950195,9649.900391,9460.450195,9628,8890.006836,50709
2018-05-17,9645,9889.950195,9548,9705.849609,8983.348633,82957
2018-05-18,9690,9809,9635.150391,9683.5,8962.664063,85659
2018-05-21,9690,9750,9466.049805,9486.349609,8780.186523,41497
2018-05-22,9505,9650,9437.599609,9634.25,8917.078125,53911
2018-05-23,9643.650391,9719.700195,9610.200195,9641.299805,8923.604492,36962
2018-05-24,9649.900391,9711.950195,9629,9665.349609,8945.865234,29401
2018-05-25,9657.900391,9799,9634.049805,9734.799805,9010.144531,30723
2018-05-28,9715,9775,9636.049805,9659.049805,8940.032227,36871
2018-05-29,9602,9649,9480,9512.299805,8804.208008,43914
2018-05-30,9578,9605,9500,9530.049805,8820.634766,59099
2018-05-31,9559.900391,9799,9550,9654,8935.358398,149624
2018-06-01,9669,9999,9643.700195,9898.549805,9161.705078,148674
2018-06-04,10000,10000,9773.299805,9817,9086.225586,37046
2018-06-05,9819.25,9840,9490,9535.650391,8825.818359,62074
2018-06-06,9599,9797,9560.349609,9760.349609,9033.792969,38522
2018-06-07,9819.950195,9839.900391,9730.200195,9787.450195,9058.875977,45248
2018-06-08,9799.950195,9964.950195,9760.049805,9888.849609,9152.726563,58211
2018-06-11,9887.950195,10060.4502,9880,9916.75,9178.550781,43431
2018-06-12,9939,9946.5,9820,9834.25,9102.191406,27119
2018-06-13,9890,9890,9790,9837.049805,9104.78418,29531
2018-06-14,9836.049805,9859.950195,9740,9756.75,9030.460938,29254
2018-06-15,9760,9774.900391,9675,9742.5,9017.270508,76681
2018-06-18,9700,9790.599609,9572.799805,9618.549805,8902.548828,46772
2018-06-19,9998.799805,9998.799805,9500.150391,9618.349609,8902.360352,67392
2018-06-20,9665,9749.900391,9640.099609,9725.049805,9001.121094,59286
2018-06-21,9750.049805,9913.950195,9712.549805,9850.400391,9117.138672,43772
2018-06-22,9840,9912.950195,9760,9871.049805,9136.251953,36004
2018-06-25,9850.099609,9998,9841.400391,9894.900391,9158.329102,52008
2018-06-26,9929.799805,10180,9862.549805,10084.5,9333.810547,136320
2018-06-27,10109,10198,9952.799805,9999.349609,9255.000977,82424
2018-06-28,10028,10095,9724.549805,9772.5,9045.037109,72930
2018-06-29,9898,9898,9777,9810.099609,9079.837891,63369
2018-07-02,9890,9890,9730.299805,9765.150391,9038.235352,35905
2018-07-03,9823.950195,9838.900391,9727.650391,9784.650391,9056.28418,55736
2018-07-04,9806,9890,9772,9862.700195,9128.523438,25385
2018-07-05,9924.650391,9989.950195,9890.049805,9957.049805,9215.848633,16910
2018-07-06,9949.75,10059.75,9924.450195,9943.049805,9202.892578,36543
2018-07-09,9999,9999,9888.049805,9899.450195,9162.537109,14698
2018-07-10,9905,10059.9502,9905,10005.25,9260.460938,39314
2018-07-11,10021,10286.75,9954,10190.65039,9432.061523,55387
2018-07-12,10248,10250.5,10001.29981,10029.04981,9282.491211,35569
2018-07-13,10100,10220.09961,10074.9502,10142,9387.032227,37091
2018-07-16,10199.90039,10237.15039,10150,10200.7002,9441.363281,26933
2018-07-17,10202,10549,10190,10511.75,9729.257813,85919
2018-07-18,10530,10550.09961,10282.15039,10393.54981,9619.856445,74032
2018-07-19,10415.04981,10449.5,10222.09961,10289.29981,9523.368164,42226
2018-07-20,10295.15039,10419.9502,10200,10348.2002,9577.883789,43278
2018-07-23,10403,10447,10325.04981,10393.40039,9619.720703,19721
2018-07-24,10402,10462.09961,10252.2002,10290.54981,9524.524414,32079
2018-07-25,10309.75,10351.40039,10200,10233.59961,9471.8125,23010
2018-07-26,10203.04981,10360,10203.04981,10323.90039,9555.391602,28834
2018-07-27,10380,10412.40039,10168.5,10284.15039,9518.601563,33320
2018-07-30,10299.9502,10300,10084.7002,10122.40039,9368.891602,35115
2018-07-31,10179.90039,10580,10111.25,10530.40039,9746.521484,70114
2018-08-01,10600,10950.79981,10551.04981,10836.84961,10030.1582,69806
2018-08-02,10850,10860,10603.40039,10759.5,9958.566406,34515
2018-08-03,10810,10832,10210,10324.59961,9556.038086,165670
2018-08-06,10500,10659.29981,10400.09961,10534.65039,9750.455078,58802
2018-08-07,10604,10650,10500,10537.79981,9753.37207,37284
2018-08-08,10580.59961,10831,10577.15039,10766.34961,9964.905273,69638
2018-08-09,10767,10970,10767,10882.4502,10072.36426,81646
2018-08-10,10900,10957,10650,10686.04981,9908.791992,57383
2018-08-13,10660,10935,10615.15039,10851.25,10061.97754,52999
2018-08-14,10852,10951,10780.09961,10856.9502,10067.26367,37356
2018-08-16,10850,10955,10803,10857.25,10067.54297,49171
2018-08-17,10887,10920,10785,10873,10082.14746,58903
2018-08-20,10920,10948,10811.29981,10841.04981,10052.52148,41321
2018-08-21,10859,10990,10830,10886.40039,10094.57324,62485
2018-08-23,10948,11585,10947.40039,11544.04981,10704.38672,194040
2018-08-24,11486,11541.75,11303.29981,11362.7002,10536.22656,49459
2018-08-27,11410,11532.79981,11273,11333.34961,10509.0127,47997
2018-08-28,11399.84961,11428.90039,11308.4502,11326.09961,10502.29004,28097
2018-08-29,11358,11522,11269.15039,11299.29981,10477.44043,62350
2018-08-30,11302,11401.75,11257.7002,11286.40039,10465.47754,83213
2018-08-31,11287,11705,11287,11582.25,10739.80957,185968
2018-09-03,11679.9502,11679.9502,11251.2002,11277.90039,10457.5957,59462
2018-09-04,11330,11345.5,10779.4502,10841.2002,10052.65918,81569
2018-09-05,10838.9502,10838.9502,10175,10386.04981,9630.614258,129802
2018-09-06,10458,10560,10247,10335.54981,9583.788086,90549
2018-09-07,10370,10650,10305.54981,10446.54981,9686.714844,112689
2018-09-10,10450,10515,10275.15039,10330.29981,9578.921875,37274
2018-09-11,10300,10385,10001,10047.7002,9316.875,60262
2018-09-12,10080,10453.79981,10023,10354,9600.897461,100962
2018-09-14,10457.5,10572,10302.79981,10335.4502,9583.696289,93400
2018-09-17,10348,10722.7002,10115,10175.04981,9434.960938,30582
2018-09-18,10247,10430,10191.54981,10243.54981,9498.478516,37699
2018-09-19,10364,10501,10104,10145,9407.099609,38006
2018-09-21,10209,10258.90039,9199.950195,9749.599609,9040.458008,152670
2018-09-24,9878,9898.599609,9615,9662.5,8959.692383,31895
2018-09-25,9625.049805,9844.099609,9390,9697.349609,8992.007813,87995
2018-09-26,9799.900391,9833,9549.5,9729.349609,9021.679688,57887
2018-09-27,9796,9835,9488.5,9578.650391,8881.941406,83560
2018-09-28,9720,9813,9559.349609,9699.650391,8994.140625,115954
2018-10-01,9723.950195,9750.450195,9466.5,9609.650391,8910.6875,53328
2018-10-03,9600,9600,9320.099609,9343.799805,8664.174805,86534
2018-10-04,9180,9449.599609,9113.799805,9347.950195,8668.021484,82801
2018-10-05,9340,9500,9145.299805,9418.900391,8733.80957,103232
2018-10-08,9418.950195,9479.150391,9216.450195,9380.75,8698.436523,75687
2018-10-09,9380.75,9610.25,9257.049805,9491.950195,8801.549805,81173
2018-10-10,9480.049805,9650,9407.75,9510.25,8818.515625,54171
2018-10-11,9300,9449.950195,9047.049805,9384.400391,8701.821289,91371
2018-10-12,9460,9779.400391,9430.900391,9699.849609,8994.328125,106845
2018-10-15,9730,9730,9559,9655.900391,8953.574219,35037
2018-10-16,9659.950195,9763.650391,9636.200195,9737.5,9029.238281,49375
2018-10-17,9800,9860,9684.400391,9725.349609,9017.970703,45581
2018-10-19,9676.200195,9695.150391,9480,9609.049805,8910.128906,69090
2018-10-22,9710,9757.75,9620,9641,8939.757813,114558
2018-10-23,9301.5,9550,9300,9352.450195,8672.196289,92419
2018-10-24,9440.049805,9623.5,9436,9534.200195,8840.725586,99288
2018-10-25,9500,9769.950195,9424.5,9538.25,8844.481445,123822
2018-10-26,9588.5,9710,9467.549805,9569.450195,8873.413086,71663
2018-10-29,9759,9860.799805,9600,9683.150391,8978.842773,239463
2018-10-30,9688,9764.950195,9612.5,9718.450195,9011.572266,62706
2018-10-31,9800,10198.29981,9725,10147.84961,9409.740234,162484
2018-11-01,10239,10315.59961,9903.5,9969.5,9244.365234,77413
2018-11-02,10069.90039,10349,9990.049805,10229.65039,9485.59082,91546
2018-11-05,10234.5,10400,10163.04981,10332.65039,9581.100586,60163
2018-11-06,10335.04981,10422.09961,10081.29981,10160.25,9421.238281,39829
2018-11-07,10250,10250.04981,10150.25,10220.40039,9477.012695,3465
2018-11-09,10284,10375,10153.29981,10226,9482.206055,55600
2018-11-12,10249.84961,10350,10087.84961,10124.54981,9388.135742,36475
2018-11-13,10135,10238.09961,10079.65039,10144.09961,9406.262695,20798
2018-11-14,10156,10440.04981,10156,10394.34961,9638.311523,89492
2018-11-15,10394.40039,10517.09961,10315.09961,10463.79981,9702.709961,93404
2018-11-16,10500,10735,10475.65039,10687.25,9909.907227,114490
2018-11-19,10786,10798.90039,10138.54981,10342.65039,9590.375,143391
2018-11-20,10384,10508.79981,10172,10254.65039,9508.774414,52173
2018-11-21,10300,10349,10181.15039,10238.29981,9493.611328,41562
2018-11-22,10306.90039,10448.7002,10220.09961,10303.25,9553.836914,50964
2018-11-26,10325,10490,10325,10453.25,9692.927734,46014
2018-11-27,10450,10563.09961,10370,10518.40039,9753.339844,38216
2018-11-28,10580,10739,10543.4502,10698.7002,9920.524414,88968
2018-11-29,10777,10777,10387,10606.4502,9834.984375,178126
2018-11-30,10700,10890.40039,10594.65039,10764.84961,9981.862305,71175
2018-12-03,10819.2002,10868.9502,10645,10745.65039,9964.058594,65561
2018-12-04,10725.2002,10783.09961,10556,10589,9818.803711,51632
2018-12-05,10550,10589,10440,10488.4502,9725.567383,85798
2018-12-06,10448.2002,10448.2002,10232,10309.34961,9559.494141,43562
2018-12-07,10330,10539.9502,10330,10404.59961,9647.81543,57802
2018-12-10,10300,10438.90039,10275.04981,10398.90039,9642.53125,94778
2018-12-11,10357,10799,10322.29981,10634.54981,9861.040039,54766
2018-12-12,10635.2002,10895,10583.9502,10844.75,10103.4541,90657
2018-12-13,10950,11198.34961,10890,10996.54981,10244.87793,76137
2018-12-14,11034,11174.84961,10918.40039,10985.90039,10234.95606,62728
2018-12-17,11005,11312.9502,11004.9502,11170.59961,10407.0293,98550
2018-12-18,11173,11300,11023.59961,11094,10335.66797,67019
2018-12-19,11199.90039,11230,11112.04981,11174.29981,10410.47754,136306
2018-12-20,11150.04981,11425,11150.04981,11232.54981,10464.74609,57925
2018-12-21,11264.7002,11323.75,10958.5,11010.40039,10257.78027,66291
2018-12-24,11056,11222,10835.54981,10923.34961,10176.68164,34191
2018-12-26,10965,10987,10745,10770.04981,10033.86133,37172
2018-12-27,10849,10969,10800.09961,10942.84961,10194.84863,52311
2018-12-28,10994,11396.65039,10931.09961,11258.59961,10489.01465,56636
2018-12-31,11300,11358,11025,11084.84961,10327.14356,46430
2019-01-01,11150,11170.40039,10989.9502,11015.04981,10262.11328,31709
2019-01-02,10980.5,11160,10907.04981,11035.40039,10281.07129,28167
2019-01-03,11111,11499,10999.90039,11207.15039,10441.08203,169291
2019-01-04,11139,11198.90039,10655.54981,10851.2002,10109.46484,206163
2019-01-07,10875,10939.65039,10700,10786.09961,10048.81348,85959
2019-01-08,10800,11240,10690,11005.40039,10253.12305,134341
2019-01-09,11099.84961,11298.40039,11058.40039,11252.25,10483.09961,98483
2019-01-10,11320,11447.79981,11139.59961,11416.59961,10636.21387,76915
2019-01-11,11400.15039,11458,11151,11273,10502.43066,57253
2019-01-14,11300,11385.7002,11189.9502,11228.65039,10461.11328,51811
2019-01-15,11296,11340,11200,11282.65039,10511.42188,49470
2019-01-16,11261.04981,11291.75,10980,11055.90039,10300.1709,136679
2019-01-17,11200,11232.9502,11122,11165.7002,10402.4668,72737
2019-01-18,11200,11326.4502,11181,11248.40039,10479.5127,76762
2019-01-21,11296,11308.9502,11150.09961,11255.25,10485.89453,19108
2019-01-22,11290,11350,11200,11236.54981,10468.47168,39958
2019-01-23,11255,11348,11240,11315.90039,10542.40039,51210
2019-01-24,11315.90039,11460,11306.04981,11433.40039,10651.86719,104618
2019-01-25,11460,11517,11300,11365.59961,10588.70117,59928
2019-01-28,11365.59961,11420,11155,11360.59961,10584.04297,103963
2019-01-29,11380,11440,11293.90039,11399.09961,10619.91016,70632
2019-01-30,11420,11439.75,11280,11396.65039,10617.62988,39290
2019-01-31,11420,11538.9502,11373.04981,11497.84961,10711.91113,95373
2019-02-01,11498.04981,11622,11430.15039,11556.54981,10766.59863,61906
2019-02-04,11515,11642.15039,11500,11533.75,10745.35449,34434
2019-02-05,11534.9502,11654,11510.09961,11607.4502,10814.01953,36727
2019-02-06,11654,11654,11469.7002,11617.40039,10823.29004,27885
2019-02-07,11615,11749,11540,11715.7002,10914.87109,36168
2019-02-08,11707.9502,11751,11111,11242.7002,10474.20313,114697
2019-02-11,11300,11300,10765.4502,10843.5,10102.29004,122841
2019-02-12,10835,10850,10615.7002,10783.79981,10046.66992,97576
2019-02-14,10541,10778.9502,10310,10628.79981,9902.264648,124563
2019-02-15,10450,10740.15039,10251,10535.4502,9815.296875,414813
2019-02-18,10549,10579.9502,10176.25,10349.4502,9642.009766,87235
2019-02-19,10350.04981,10729.04981,10350.04981,10515.40039,9796.619141,88601
2019-02-20,10531.5,10638.84961,10399.25,10521.79981,9802.579102,62379
2019-02-21,10500,10671.4502,10450,10621.9502,9895.884766,70280
2019-02-22,10639.90039,10709,10561.65039,10685.4502,9955.044922,55283
2019-02-25,10739,10870,10680,10831.65039,10091.25,42086
2019-02-26,10799,10855,10666.5,10804.40039,10065.86426,72467
2019-02-27,10804.40039,10820.65039,10651.79981,10713.7002,9981.363281,85713
2019-02-28,10750,10763.4502,10555.09961,10639.75,9912.466797,111875
2019-03-01,10640,10675,10406.04981,10451.79981,9737.366211,109782
2019-03-05,10281.4502,10566.65039,10281.4502,10505.9502,9787.814453,81658
2019-03-06,10593,10593,10195,10320.75,9615.271484,145434
2019-03-07,10340,10352.59961,10165.09961,10203.34961,9505.898438,78052
2019-03-08,10219.9502,10220,10035,10095.15039,9405.09375,98498
2019-03-11,10099.34961,10329,10031.65039,10292.79981,9589.233398,114136
2019-03-12,10298.90039,10511.9502,10260.04981,10428.90039,9716.02832,83043
2019-03-13,10528,10754.9502,10500.40039,10723.29981,9990.303711,133760
2019-03-14,10758,10770,10540,10739.29981,10005.21387,55804
2019-03-15,10701.29981,10762.04981,10230.04981,10289.90039,9586.532227,183452
2019-03-18,10375,10495.40039,10271.2002,10456.59961,9741.836914,61262
2019-03-19,10456.59961,10755,10409.84961,10707,9975.119141,82821
2019-03-20,10729.90039,10749.9502,10463.5,10530.15039,9810.360352,59630
2019-03-22,10593,10649,10527.25,10600.65039,9876.039063,85656
2019-03-25,10515.04981,10549.90039,10303,10528.29981,9808.634766,109785
2019-03-26,10565.2002,10790.25,10515.9502,10691.90039,9961.052734,150685
2019-03-27,10690.9502,11049,10576.75,10892,10147.47559,139605
2019-03-28,10938.90039,11130,10801,11073.09961,10316.19434,91828
2019-04-01,10980,11121,10861.09961,10915.15039,10169.04102,81431
2019-04-02,10979.7002,10979.7002,10700,10786.79981,10049.4668,59609
2019-04-03,10947,11067,10780,11003.75,10251.58594,74692
2019-04-04,11059,11059,10850,10961.84961,10212.54981,40177
2019-04-05,10935.04981,11091,10900,10980.75,10230.15723,26013
2019-04-08,10999,11050,10804.5,10850.59961,10108.90137,37049
2019-04-09,10889,10889,10740,10790.04981,10052.49316,75730
2019-04-10,10792.5,10850,10730,10811.9502,10072.89648,48089
2019-04-11,10795,10899,10690,10764.09961,10028.31445,93902
2019-04-12,10767.90039,11000,10764.29981,10973.79981,10223.68359,49737
2019-04-15,11000,11089,10891.04981,10970.09961,10220.23438,84735
2019-04-16,11000,11218.9502,10995,11155.79981,10393.24219,89355
2019-04-18,11186.40039,11239.9502,10925,10954.4502,10205.6582,56399
2019-04-22,10965,11125,10851.54981,10879.90039,10136.20313,31883
2019-04-23,10940,10979,10872,10910.2002,10164.43262,25119
2019-04-24,10907.5,11029.54981,10705,10833.40039,10092.87988,76358
2019-04-25,10890,10990,10780,10846.4502,10105.03906,90249
2019-04-26,10851,11049.2002,10822.04981,10971.25,10221.30859,51412
2019-04-30,10900,10974.9502,10854.7002,10905.29981,10183.06836,74238
2019-05-02,10905,10905,10403.04981,10589.7002,9911.09375,44249
2019-05-03,10650,10650,10380,10485.7002,9813.757813,115448
2019-05-06,10400,10497.09961,10305.04981,10364,9721.177734,90136
2019-05-07,10401.5,10589.9502,10401,10477.09961,9827.261719,72631
2019-05-08,10487.75,10536,10275.7002,10298.34961,9659.598633,46391
2019-05-09,10295,10409,10200,10362.2002,9719.488281,46552
2019-05-10,10371.90039,10435.65039,10171.04981,10231.15039,9596.569336,61273
2019-05-13,10262,10433.25,10232.25,10300.04981,9661.193359,48042
2019-05-14,10310,10364.40039,10120.04981,10198.65039,9566.083984,54275
2019-05-15,10401,10509,10211,10268.54981,9631.647461,127190
2019-05-16,10332.7002,10401,10255.04981,10280.54981,9642.904297,39322
2019-05-17,10299.9502,10546.2002,10256.84961,10465.65039,9816.524414,65704
2019-05-20,10680,10832,10560.34961,10768.15039,10100.26074,49555
2019-05-21,10849.9502,10884.7002,10493.9502,10609.2002,9951.171875,47182
2019-05-22,10650.04981,10784.2002,10600,10700.54981,10036.85352,31497
2019-05-23,10848,10989,10680,10797.04981,10127.36816,56257
2019-05-24,10813,10849.90039,10592.29981,10660.04981,9998.865234,49465
2019-05-27,10750,11083,10700,11036.25,10351.7334,84400
2019-05-28,11040,11165,10950,11105.2002,10416.40625,133445
2019-05-29,11125,11295.9502,10987.4502,11206,10510.95313,128654
2019-05-30,11175.25,11345,11170,11320.5,10618.35254,93421
2019-05-31,11350,11540,11303.4502,11498.09961,10784.93457,70172
2019-06-03,11498.59961,11700,11498.59961,11686.4502,10961.60059,64302
2019-06-04,11600,11698,11428,11552.34961,10835.82031,96144
2019-06-06,11552.34961,11684,11530,11603.29981,10883.61035,82658
2019-06-07,11610,11628,11451,11503.84961,10790.33008,43726
2019-06-10,11607.09961,11729,11376,11698.40039,10972.81445,48341
2019-06-11,11755,11817.7002,11498.09961,11622.9502,10902.04102,72286
2019-06-12,11674,11715,11505,11695.5,10970.09277,43374
2019-06-13,11620,11661.54981,11570.04981,11613.75,10893.41309,69156
2019-06-14,11615.5,11723.65039,11451,11489,10776.40137,40564
2019-06-17,11559,11629.65039,11425.65039,11480.84961,10768.75586,45786
2019-06-18,11505.04981,11551.9502,11300,11457.59961,10746.94727,55529
2019-06-19,11478.90039,11650.5,11450,11611.7002,10891.49023,69510
2019-06-20,11613.04981,11759,11474.2002,11718.04981,10991.24316,65396
2019-06-21,11710,11790,11539.15039,11600.90039,10881.36035,111980
2019-06-24,11600,11760,11550.15039,11712,10985.56738,24222
2019-06-25,11680.04981,11737.25,11613.4502,11705.84961,10979.80078,37748
2019-06-26,11706,11950,11680.79981,11802.5,11070.45508,143213
2019-06-27,11810.29981,11866.90039,11684.4502,11802.84961,11070.78418,93927
2019-06-28,11762,11940,11755,11912.59961,11173.72656,57069
2019-07-01,11984,12023.25,11823.65039,11868.75,11132.59668,40901
2019-07-02,11860,12004.9502,11801,11964.84961,11222.73633,66647
2019-07-03,11964,11998.54981,11779.9502,11819.15039,11086.07324,63152
2019-07-04,11810,11970,11799.9502,11884.4502,11147.32227,23714
2019-07-05,11929.9502,12000,11840,11956.90039,11215.2793,35376
2019-07-08,11929,11929,11752,11801.4502,11069.4707,45507
2019-07-09,11819.79981,11824,11630,11687.04981,10962.16504,61843
2019-07-10,11715,11795,11530,11550.4502,10834.04004,44237
2019-07-11,11624.04981,11624.04981,11471.5,11506.79981,10793.09668,46492
2019-07-12,11507,11718,11507,11672.15039,10948.19043,27605
2019-07-15,11689,11689,11465.59961,11484.4502,10772.13379,19432
2019-07-16,11632,11741.9502,11487.09961,11708.65039,10982.42773,42449
2019-07-17,11706,11749.79981,11602.5,11695.40039,10969.99707,24922
2019-07-18,11726.79981,11743.59961,11542.5,11596.75,10877.4668,47394
2019-07-19,11649.90039,11725,11512.29981,11547.04981,10830.84961,86677
2019-07-22,11508.04981,11562.54981,11265,11304.7002,10603.53125,47464
2019-07-23,11305,11693,11305,11470.75,10759.28223,61563
2019-07-24,11500,11619.75,11298.75,11479.90039,10767.86523,49740
2019-07-25,11509,11666.84961,11440,11495,10782.02734,53885
2019-07-26,11525,11671.4502,11470,11623.25,10902.32422,30544
2019-07-29,11600,11690,11479.25,11620.25,10899.50879,46052
2019-07-30,11673.84961,11690.54981,11500,11536.54981,10821.00195,34459
2019-07-31,11500.04981,11740,11401,11675.90039,10951.70996,46971
2019-08-01,11664,11664,11445,11547,10830.80273,34623
2019-08-02,11425,11536.15039,11322.4502,11411.5,10703.70703,56548
2019-08-05,11528,11950,11490,11712.79981,10986.31934,122980
2019-08-06,11710,11998,11701.04981,11837.54981,11103.33203,85992
2019-08-07,11790,11909.65039,11732.15039,11777.4502,11046.96094,46996
2019-08-08,11800,11930,11775,11840.25,11105.86426,36614
2019-08-09,11780,12268.5,11700,11993.29981,11423.0791,116548
2019-08-13,11962.2002,12192.9502,11820.04981,11893.4502,11327.97559,77413
2019-08-14,11893.4502,12159,11850.09961,12036.54981,11464.27246,58376
2019-08-16,12099.90039,12107.90039,11906.90039,12004.40039,11433.65137,56885
2019-08-19,12090,12259.90039,12040.04981,12066.59961,11492.89453,44883
2019-08-20,12114,12155.84961,11916.7002,11969.79981,11400.69531,67952
